"practice_pac_id","practice_type","practice_group_name","practice_awv_count","npi","last_name","first_name","credential","primary_specialty","total_awv","total_unique_benes","total_medicare_allowed_amt","avg_cost_per_bene","beneficiary_average_risk_score","pct_awv","avg_average_medicare_payment_amt"
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1982769394","ALI","MOHAMMED","MD","INTERNAL MEDICINE",NULL,"856","$289,203.53","$337.85","2.8451","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1447695556","JACOBY","DANIEL",NULL,"INTERNAL MEDICINE",NULL,"42","$10,094.54","$240.35","2.829","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1386002798","CZERWINSKI","EILEEN",NULL,"NURSE PRACTITIONER",NULL,"142","$27,708.16","$195.13","2.8273","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1164400289","JORDAN","JANINE","MD","INTERNAL MEDICINE",NULL,"14","$4,187.64","$299.12","2.821","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1730186347","UPCHURCH","CAMILLE",NULL,"INTERNAL MEDICINE",NULL,"377","$71,565.70","$189.83","2.8123","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1679758437","BUTT","KAMBIZ",NULL,"INTERNAL MEDICINE",NULL,"789","$302,245.05","$383.07","2.7962","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1679758437","BUTT","KAMBIZ",NULL,"INTERNAL MEDICINE",NULL,"789","$302,245.05","$383.07","2.7962","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1114194891","HANS","AJEETPAL",NULL,"INTERNAL MEDICINE",NULL,"468","$91,110.84","$194.68","2.7939","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1083010490","DALLAS","DANIELLE",NULL,"NURSE PRACTITIONER",NULL,"64","$6,536.37","$102.13","2.7863","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1245428960","SANJEEV","RAGU",NULL,"INTERNAL MEDICINE",NULL,"321","$58,472.87","$182.16","2.7825","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1376636019","GUTTING","JEFFREY","PA","PHYSICIAN ASSISTANT",NULL,"360","$49,244.57","$136.79","2.7823","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1376636019","GUTTING","JEFFREY","PA","PHYSICIAN ASSISTANT",NULL,"360","$49,244.57","$136.79","2.7823","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1932189123","NUKUNA","KENNETH","MD","INTERNAL MEDICINE",NULL,"823","$259,147.97","$314.88","2.7785","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1326213166","SERAFIMOVA","NELI",NULL,"FAMILY PRACTICE",NULL,"403","$83,674.75","$207.63","2.7754","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1326213166","SERAFIMOVA","NELI",NULL,"FAMILY PRACTICE",NULL,"403","$83,674.75","$207.63","2.7754","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1144424870","GONZALEZ","RALPH",NULL,"INTERNAL MEDICINE",NULL,"692","$284,530.35","$411.17","2.7691","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1144424870","GONZALEZ","RALPH",NULL,"INTERNAL MEDICINE",NULL,"692","$284,530.35","$411.17","2.7691","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1629007570","GRAY","CAROL",NULL,"NURSE PRACTITIONER",NULL,"349","$50,805.50","$145.57","2.7493","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1710218235","CHOWDHURY","FARHANA",NULL,"INTERNAL MEDICINE",NULL,"472","$90,357.87","$191.44","2.7467","0.00000000000000000000",NULL
"8325297450","Solo Practice",NULL,NULL,"1710218235","CHOWDHURY","FARHANA",NULL,"INTERNAL MEDICINE",NULL,"472","$90,357.87","$191.44","2.7467","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1710218235","CHOWDHURY","FARHANA",NULL,"INTERNAL MEDICINE",NULL,"472","$90,357.87","$191.44","2.7467","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1902249428","ELY","ALICIA",NULL,"INTERNAL MEDICINE",NULL,"126","$22,714.98","$180.28","2.7411","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1871760843","KHARIDI","SHARATH",NULL,"INTERNAL MEDICINE",NULL,"437","$86,550.71","$198.06","2.738","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1447515515","MOORE","TAMMIE",NULL,"NURSE PRACTITIONER",NULL,"239","$21,215.86","$88.77","2.7225","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1861896532","LAMBERT","REBECCA",NULL,"NURSE PRACTITIONER",NULL,"538","$211,922.62","$393.91","2.7219","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1861896532","LAMBERT","REBECCA",NULL,"NURSE PRACTITIONER",NULL,"538","$211,922.62","$393.91","2.7219","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1831547587","PIASCINSKI","LAUREN",NULL,"NURSE PRACTITIONER",NULL,"111","$12,633.93","$113.82","2.7214","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1447519921","KURIAN","PREETHA",NULL,"INTERNAL MEDICINE",NULL,"118","$15,965.14","$135.30","2.7161","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1245462944","GO","WARREN",NULL,"FAMILY PRACTICE",NULL,"683","$179,788.52","$263.23","2.7123","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1245462944","GO","WARREN",NULL,"FAMILY PRACTICE",NULL,"683","$179,788.52","$263.23","2.7123","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1245462944","GO","WARREN",NULL,"FAMILY PRACTICE",NULL,"683","$179,788.52","$263.23","2.7123","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1902190390","UZELAC","GIOVANNA",NULL,"GENERAL PRACTICE",NULL,"288","$52,070.39","$180.80","2.7021","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1790129070","GLASGOW","JUSTIN",NULL,"INTERNAL MEDICINE",NULL,"175","$33,095.28","$189.12","2.6974","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1336465772","DOLINAY","CHRISTY",NULL,"INTERNAL MEDICINE",NULL,"432","$80,524.18","$186.40","2.6966","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1427210186","KWON","GRACE",NULL,"INTERNAL MEDICINE",NULL,"326","$53,316.30","$163.55","2.6957","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1952668824","SMITH","BRUCE",NULL,"INTERNAL MEDICINE",NULL,"381","$70,697.97","$185.56","2.6933","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1154450906","SINGH PATEL","SHVETA",NULL,"INTERNAL MEDICINE",NULL,"152","$33,995.73","$223.66","2.6916","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1982954897","MILLER","PATRICIA",NULL,"PHYSICIAN ASSISTANT",NULL,"94","$22,146.95","$235.61","2.6797","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1346530896","DOUGLAS","LAUREN",NULL,"INTERNAL MEDICINE",NULL,"444","$87,039.20","$196.03","2.6732","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1851552830","VELIDI","SATYANANTA",NULL,"INTERNAL MEDICINE",NULL,"280","$76,194.51","$272.12","2.6722","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1730476128","DEVOTTA","JUSTIN",NULL,"INTERNAL MEDICINE",NULL,"480","$77,487.69","$161.43","2.6714","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1083879985","SUBBIAH","VARADARAJAN",NULL,"INTERNAL MEDICINE",NULL,"401","$72,271.43","$180.23","2.6679","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1316197098","VARSHNEY","AKASH",NULL,"INTERNAL MEDICINE",NULL,"656","$377,319.96","$575.18","2.6665","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1316197098","VARSHNEY","AKASH",NULL,"INTERNAL MEDICINE",NULL,"656","$377,319.96","$575.18","2.6665","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1609845718","HILL","CONSTANCE",NULL,"NURSE PRACTITIONER",NULL,"60","$6,107.53","$101.79","2.6617","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1285856716","MERMAGEN","JILL",NULL,"PHYSICIAN ASSISTANT",NULL,"12","$2,024.42","$168.70","2.66","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1235363110","BRETTLER","JENNIFER",NULL,"INTERNAL MEDICINE",NULL,"416","$78,466.30","$188.62","2.6563","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1265791313","KESANOLLA","SARITHA",NULL,"INTERNAL MEDICINE",NULL,"106","$38,756.19","$365.62","2.6523","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1013086560","MOOSAVY","AZITA","MD","INTERNAL MEDICINE",NULL,"619","$174,355.30","$281.67","2.6473","0.00000000000000000000",NULL
"244492072","Group Practice","GERIATRIC MEDICINE CONSULTANTS PA",NULL,"1366438822","RASTOGI","RITU","MD","INTERNAL MEDICINE",NULL,"1167","$573,462.11","$491.40","2.6438","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1235109000","LIU","QING","MD","INTERNAL MEDICINE",NULL,"435","$92,390.30","$212.39","2.6383","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1841352754","SALATI","KATHLEEN","NP","NURSE PRACTITIONER",NULL,"88","$6,302.71","$71.62","2.6371","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1467824821","BOGUSH","MARY",NULL,"NURSE PRACTITIONER",NULL,"44","$4,001.14","$90.94","2.636","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1386681260","PIACENTINE","JAMES","MD","INTERNAL MEDICINE",NULL,"723","$205,480.89","$284.21","2.6343","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1689673634","MARRA","KRISTEN","PA","PHYSICIAN ASSISTANT",NULL,"379","$40,679.27","$107.33","2.6155","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1013275817","QURESHI","RABIA",NULL,"FAMILY PRACTICE",NULL,"528","$128,427.00","$243.23","2.6121","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1013275817","QURESHI","RABIA",NULL,"FAMILY PRACTICE",NULL,"528","$128,427.00","$243.23","2.6121","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1013275817","QURESHI","RABIA",NULL,"FAMILY PRACTICE",NULL,"528","$128,427.00","$243.23","2.6121","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1629343108","LAING","CRAIG",NULL,"NURSE PRACTITIONER",NULL,"48","$13,543.70","$282.16","2.611","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1508210105","CRAIG","MELLISSA",NULL,"NURSE PRACTITIONER",NULL,"50","$3,669.49","$73.39","2.6047","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1467541524","ELLIOTT","DANIEL","MD","INTERNAL MEDICINE",NULL,"123","$27,604.97","$224.43","2.6025","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1760831358","SARGENT","ELIZABETH",NULL,"NURSE PRACTITIONER",NULL,"27","$1,756.53","$65.06","2.5976","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1619914017","STRAKER-BROWN","LAVERN","NP","NURSE PRACTITIONER",NULL,"240","$29,492.96","$122.89","2.5957","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1942270707","AMATO","DAVID",NULL,"INTERNAL MEDICINE",NULL,"778","$150,690.68","$193.69","2.5933","0.00000000000000000000",NULL
"6709178510","Group Practice","EAST COAST OBSERVATION PHYSICIANS LLP","309","1942698105","WILLEY","CAROL",NULL,"NURSE PRACTITIONER",NULL,"585","$116,034.85","$198.35","2.5933","0.00000000000000000000",NULL
"9234156985","Group Practice","HOSPITAL MEDICINE ASSOCIATES LLC","55","1942270707","AMATO","DAVID",NULL,"INTERNAL MEDICINE",NULL,"778","$150,690.68","$193.69","2.5933","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1942270707","AMATO","DAVID",NULL,"INTERNAL MEDICINE",NULL,"778","$150,690.68","$193.69","2.5933","0.00000000000000000000",NULL
"1850472390","Group Practice","INPATIENT CONSULTANTS OF DELAWARE, INC","170","1942272315","MCCONNELL","EDWARD","MD","INTERNAL MEDICINE",NULL,"720","$248,686.80","$345.40","2.5926","0.00000000000000000000",NULL
"2466727755","Group Practice","DELAWARE POST-ACUTE MEDICAL SERVICES 1 PA",NULL,"1942272315","MCCONNELL","EDWARD","MD","INTERNAL MEDICINE",NULL,"720","$248,686.80","$345.40","2.5926","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1265666200","RAGOZINE-BUSH","HEATHER",NULL,"INTERNAL MEDICINE",NULL,"505","$100,144.81","$198.31","2.5915","0.00000000000000000000",NULL
"5597843763","Group Practice","SEAFORD INTERNAL MEDICINE LLC","756","1285982447","LUNA","RONALD",NULL,"INTERNAL MEDICINE","31","452","$147,800.15","$326.99","2.5913","0.06858407079646017699","117.4800000000000000"
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1518962497","CIARROCCHI","ROSEMARIE","PA","PHYSICIAN ASSISTANT",NULL,"133","$8,168.40","$61.42","2.587","0.00000000000000000000",NULL
"2466351481","Group Practice","CHRISTIANA CARE HEALTH INITIATIVES",NULL,"1003155623","CHATTERJEE","GEETANJALI",NULL,"NURSE PRACTITIONER",NULL,"134","$73,756.98","$550.43","2.5854","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1902126493","BURKE","PETER",NULL,"INTERNAL MEDICINE",NULL,"274","$46,564.38","$169.94","2.5819","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1053561498","KHANAL","PRAKASH",NULL,"INTERNAL MEDICINE",NULL,"463","$90,113.67","$194.63","2.5815","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1790915593","ADNAN","SONIA",NULL,"INTERNAL MEDICINE",NULL,"413","$48,933.65","$118.48","2.5631","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1396037313","GROSS","MICHAEL",NULL,"INTERNAL MEDICINE",NULL,"451","$89,572.70","$198.61","2.5623","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1508200072","FAGEL","JENNIFER LYNN",NULL,"INTERNAL MEDICINE",NULL,"203","$34,613.88","$170.51","2.5587","0.00000000000000000000",NULL
"9739097569","Group Practice","CHRISTIANA CARE HEALTH SERVICES INC","1942","1639463235","DIVATIA","HIMANI",NULL,"INTERNAL MEDICINE",NULL,"176","$28,734.04","$163.26","2.5561","0.00000000000000000000",NULL
"7315901253","Group Practice","MID SUSSEX MEDICAL CENTER INC","495","1144499229","BENSON","ISABEL",NULL,"NURSE PRACTITIONER",NULL,"145","$13,065.97","$90.11","2.5539","0.00000000000000000000",NULL
